name,source,truth_type,cluster,pdb,chain,n_active,n_true,n_components,same_component,unreachable,min_euclid,median_euclid,min_hop,median_hop,n_true_unreachable,is_distal
CAS_1R3M,casbench,curated_allosteric,CAS0051,1R3M,A,29,8,1,True,False,6.587613907933583,9.79793012140044,1.0,2.0,0,False
CAS_1R5C,casbench,curated_allosteric,CAS0051,1R5C,A,29,8,1,True,False,6.731740785264983,9.890526283934872,1.0,2.0,0,False
CAS_1RA2,casbench,curated_allosteric,CAS0061,1RA2,A,20,37,1,True,False,3.0042246919962565,7.303532090707893,1.0,1.0,0,False
CAS_1RA3,casbench,curated_allosteric,CAS0061,1RA3,A,20,37,1,True,False,2.867698728946259,7.576390499439688,1.0,1.0,0,False
CAS_1RA8,casbench,curated_allosteric,CAS0061,1RA8,A,20,37,1,True,False,2.9794895535980674,7.41516628269387,1.0,1.0,0,False
CAS_1RB2,casbench,curated_allosteric,CAS0061,1RB2,A,20,37,1,True,False,2.892025760604493,7.60282460668402,1.0,1.0,0,False
CAS_1RB3,casbench,curated_allosteric,CAS0061,1RB3,A,20,37,1,True,False,2.924455675848072,7.697174806381885,1.0,1.0,0,False
CAS_1RC4,casbench,curated_allosteric,CAS0061,1RC4,A,20,37,1,True,False,2.8656831646223564,6.608714625401825,1.0,1.0,0,False
CAS_1RD7,casbench,curated_allosteric,CAS0061,1RD7,A,20,37,1,True,False,2.8185402250100986,7.45116890158853,1.0,1.0,0,False
CAS_1RE7,casbench,curated_allosteric,CAS0061,1RE7,A,20,37,1,True,False,2.864540102704101,7.458265884238779,1.0,1.0,0,False
CAS_1RG7,casbench,curated_allosteric,CAS0061,1RG7,A,20,37,1,True,False,2.938970568073115,6.704452326625942,1.0,1.0,0,False
CAS_1RH3,casbench,curated_allosteric,CAS0061,1RH3,A,20,37,1,True,False,2.8788436914844833,7.1752591590826915,1.0,1.0,0,False
CAS_1RWM,casbench,curated_allosteric,CAS0070,1RWM,B,14,5,1,True,False,5.513014601830835,9.503985532396396,1.0,2.0,0,False
CAS_1RWN,casbench,curated_allosteric,CAS0070,1RWN,B,14,5,1,True,False,5.360103543775997,9.534172696149366,1.0,2.0,0,False
CAS_1RWO,casbench,curated_allosteric,CAS0070,1RWO,B,14,5,1,True,False,5.344773428312934,9.48949808999401,1.0,2.0,0,False
CAS_1RWV,casbench,curated_allosteric,CAS0070,1RWV,B,14,5,1,True,False,5.369651105984451,9.522631149004988,1.0,2.0,0,False
CAS_1RX4,casbench,curated_allosteric,CAS0061,1RX4,A,20,37,1,True,False,2.874717551343088,6.610702005082365,1.0,1.0,0,False
CAS_1RX5,casbench,curated_allosteric,CAS0061,1RX5,A,20,37,1,True,False,2.7587812526548765,6.78430814453471,1.0,1.0,0,False
CAS_1RX6,casbench,curated_allosteric,CAS0061,1RX6,A,20,37,1,True,False,2.917243047810727,6.8530350210691315,1.0,1.0,0,False
CAS_1RX7,casbench,curated_allosteric,CAS0061,1RX7,A,20,37,1,True,False,2.813903516469602,6.919850720933219,1.0,1.0,0,False
CAS_1S2Q,casbench,curated_allosteric,CAS0086,1S2Q,A,46,17,1,True,False,4.909814864126751,11.778622542555643,1.0,2.0,0,False
CAS_1S2Y,casbench,curated_allosteric,CAS0086,1S2Y,A,46,17,1,True,False,4.788162173527541,11.46252860410825,1.0,2.0,0,False
CAS_1S3B,casbench,curated_allosteric,CAS0086,1S3B,A,46,17,1,True,False,4.847797644291687,11.69332548935503,1.0,2.0,0,False
CAS_1S3E,casbench,curated_allosteric,CAS0086,1S3E,A,46,17,1,True,False,4.874790764740579,11.839960388447242,1.0,2.0,0,False
CAS_1S3U,casbench,curated_allosteric,CAS0060,1S3U,A,20,30,1,True,False,3.778468075821205,5.861544169608621,1.0,1.0,0,False
CAS_1S3V,casbench,curated_allosteric,CAS0060,1S3V,A,20,30,1,True,False,3.780083200142559,5.993217415514007,1.0,1.0,0,False
CAS_1S3W,casbench,curated_allosteric,CAS0060,1S3W,A,20,30,1,True,False,3.796582278839747,5.9733665982202115,1.0,1.0,0,False
CAS_1TQ9,casbench,curated_allosteric,CAS0051,1TQ9,A,29,7,1,True,False,6.79502855034473,9.572504008878765,1.0,2.0,0,False
CAS_1U71,casbench,curated_allosteric,CAS0060,1U71,A,20,30,1,True,False,3.7755296317205618,6.07648659970855,1.0,1.0,0,False
CAS_1U72,casbench,curated_allosteric,CAS0060,1U72,A,20,30,1,True,False,3.706355352634175,5.838708356771287,1.0,1.0,0,False
CAS_1XBO,casbench,curated_allosteric,CAS0079,1XBO,A,41,18,1,True,False,11.238997909066448,15.758468273053806,2.0,3.0,0,False
CAS_1XTU,casbench,curated_allosteric,CAS0050,1XTU,A,27,25,1,True,False,0.0,10.660006660410676,0.0,2.0,0,False
CAS_1XTV,casbench,curated_allosteric,CAS0050,1XTV,A,27,25,1,True,False,0.0,10.595992874667289,0.0,2.0,0,False
CAS_1YBA,casbench,curated_allosteric,CAS0040,1YBA,A,45,15,1,True,False,22.66274641344248,32.98268932334051,4.0,6.0,0,True
CAS_2AZR,casbench,curated_allosteric,CAS0079,2AZR,A,41,18,1,True,False,11.377195700171459,15.872606204788578,2.0,3.0,0,False
CAS_2B07,casbench,curated_allosteric,CAS0079,2B07,A,41,18,1,True,False,11.377598208760935,15.83908935641227,2.0,3.0,0,False
CAS_2B54,casbench,curated_allosteric,CAS0091,2B54,A,41,26,1,True,False,3.727704655682905,6.892008068666308,1.0,1.0,0,False
CAS_2BGE,casbench,curated_allosteric,CAS0079,2BGE,A,41,18,1,True,False,11.37033530728096,15.952986388884588,2.0,3.0,0,False
CAS_2BK3,casbench,curated_allosteric,CAS0086,2BK3,A,46,17,1,True,False,4.908906802945027,11.974494603113733,1.0,2.0,0,False
CAS_2BK4,casbench,curated_allosteric,CAS0086,2BK4,A,46,17,1,True,False,4.846126391253119,11.917223711922164,1.0,2.0,0,False
CAS_2BK5,casbench,curated_allosteric,CAS0086,2BK5,A,46,17,1,True,False,4.864600703038228,11.931972301342308,1.0,2.0,0,False
CAS_2BYB,casbench,curated_allosteric,CAS0086,2BYB,A,46,17,1,True,False,4.798089828254572,11.813616423432752,1.0,2.0,0,False
CAS_2C2S,casbench,curated_allosteric,CAS0060,2C2S,A,20,30,1,True,False,3.7720923901728614,6.085350675358741,1.0,1.0,0,False
CAS_2C2T,casbench,curated_allosteric,CAS0060,2C2T,A,20,30,1,True,False,3.81106533662177,6.0815376684358196,1.0,1.0,0,False
CAS_2C64,casbench,curated_allosteric,CAS0086,2C64,A,46,17,1,True,False,4.872887542309998,11.853523948598571,1.0,2.0,0,False
CAS_2C65,casbench,curated_allosteric,CAS0086,2C65,A,46,17,1,True,False,4.823486291055467,11.722472861986072,1.0,2.0,0,False
CAS_2C66,casbench,curated_allosteric,CAS0086,2C66,A,46,17,1,True,False,4.826303554481431,11.619617248429488,1.0,2.0,0,False
CAS_2C67,casbench,curated_allosteric,CAS0086,2C67,A,46,17,1,True,False,4.84686795776407,11.766063870300897,1.0,2.0,0,False
CAS_2C70,casbench,curated_allosteric,CAS0086,2C70,A,46,17,1,True,False,4.854819976065025,11.862762831650974,1.0,2.0,0,False
CAS_2C72,casbench,curated_allosteric,CAS0086,2C72,A,46,17,1,True,False,4.820218459779597,11.287600187816718,1.0,2.0,0,False
CAS_2C73,casbench,curated_allosteric,CAS0086,2C73,A,46,17,1,True,False,4.889240636336082,11.96626491433313,1.0,2.0,0,False
CAS_2C75,casbench,curated_allosteric,CAS0086,2C75,A,46,17,1,True,False,4.863198227504198,11.729911849626149,1.0,2.0,0,False
CAS_2C76,casbench,curated_allosteric,CAS0086,2C76,A,46,17,1,True,False,4.848468005463168,11.527100936488756,1.0,2.0,0,False
CAS_2CCH,casbench,curated_allosteric,CAS0091,2CCH,A,41,26,1,True,False,3.7716810575657105,6.6883962529828125,1.0,1.0,0,False
CAS_2CM7,casbench,curated_allosteric,CAS0079,2CM7,A,41,18,1,True,False,11.450230958369357,15.89075298550512,2.0,3.0,0,False
CAS_2CMA,casbench,curated_allosteric,CAS0079,2CMA,A,41,18,1,True,False,11.307715109605475,15.734684101456482,2.0,3.0,0,False
CAS_2DHF,casbench,curated_allosteric,CAS0060,2DHF,A,20,30,1,True,False,3.778563748304371,6.1822720815645855,1.0,1.0,0,False
CAS_2EWN,casbench,curated_allosteric,CAS0011,2EWN,A,33,5,1,True,False,3.7826616290649078,3.828300667398003,1.0,1.0,0,False
CAS_2H4G,casbench,curated_allosteric,CAS0079,2H4G,A,41,18,1,True,False,11.242505459193692,15.853499417368091,2.0,3.0,0,False
CAS_2H4K,casbench,curated_allosteric,CAS0079,2H4K,A,41,18,1,True,False,11.49544735971593,15.982007603563153,2.0,3.0,0,False
CAS_2H4W,casbench,curated_allosteric,CAS0070,2H4W,B,14,5,1,True,False,5.365103913252755,9.636009339970565,1.0,2.0,0,False
CAS_2H4Y,casbench,curated_allosteric,CAS0070,2H4Y,B,14,5,1,True,False,5.572856897498804,9.659832762527516,1.0,2.0,0,False
CAS_2H51,casbench,curated_allosteric,CAS0070,2H51,B,14,5,1,True,False,5.492484410537727,9.67665097024792,1.0,2.0,0,False
CAS_2H54,casbench,curated_allosteric,CAS0070,2H54,B,14,5,1,True,False,5.372031831625722,9.649556932833757,1.0,2.0,0,False
CAS_2HB1,casbench,curated_allosteric,CAS0079,2HB1,A,41,18,1,True,False,11.337347573396523,15.946178976196947,2.0,3.0,0,False
CAS_2HBQ,casbench,curated_allosteric,CAS0070,2HBQ,B,14,5,1,True,False,5.300665335597033,9.506856788655227,1.0,2.0,0,False
CAS_2HBR,casbench,curated_allosteric,CAS0070,2HBR,B,14,5,1,True,False,5.389294016844878,9.57662591939353,1.0,2.0,0,False
CAS_2HBY,casbench,curated_allosteric,CAS0070,2HBY,B,14,5,1,True,False,5.372779634416435,9.577524366975009,1.0,2.0,0,False
CAS_2HBZ,casbench,curated_allosteric,CAS0070,2HBZ,B,14,5,1,True,False,5.5557582740792455,9.724248608504418,1.0,2.0,0,False
CAS_2HIM,casbench,curated_allosteric,CAS0030,2HIM,A,14,12,1,True,False,5.257272486755846,10.335653634608718,1.0,2.0,0,False
CAS_2JFX,casbench,curated_allosteric,CAS0054,2JFX,A,17,15,1,True,False,4.740355788334878,9.87530095743922,1.0,2.0,0,False
CAS_2JFY,casbench,curated_allosteric,CAS0054,2JFY,A,17,15,1,True,False,4.8816817798787335,9.709503025387034,1.0,2.0,0,False
CAS_2JFZ,casbench,curated_allosteric,CAS0054,2JFZ,A,17,15,1,True,False,5.056017998385685,10.640348772479218,1.0,2.0,0,False
CAS_2NT7,casbench,curated_allosteric,CAS0079,2NT7,A,41,18,1,True,False,11.386660045860683,15.936847632212665,2.0,3.0,0,False
CAS_2NTA,casbench,curated_allosteric,CAS0079,2NTA,A,41,18,1,True,False,11.248839984638419,15.85668406901701,2.0,3.0,0,False
CAS_2P2D,casbench,curated_allosteric,CAS0030,2P2D,A,14,12,1,True,False,5.275058483088125,10.311402635824859,1.0,2.0,0,False
CAS_2P9C,casbench,curated_allosteric,CAS0040,2P9C,A,45,11,2,True,False,22.452989311002664,27.490171188990438,4.0,5.0,0,True
CAS_2P9E,casbench,curated_allosteric,CAS0040,2P9E,A,45,15,1,True,False,22.47785572513535,33.09923736281548,4.0,6.0,0,True
CAS_2P9G,casbench,curated_allosteric,CAS0040,2P9G,A,45,11,1,True,False,22.72317867288817,27.392727246479126,4.0,5.0,0,True
CAS_2PA3,casbench,curated_allosteric,CAS0040,2PA3,A,45,11,1,True,False,22.657664597217426,27.713440078777662,4.0,5.0,0,True
CAS_2PSQ,casbench,curated_allosteric,CAS0067,2PSQ,A,9,28,1,True,False,5.492286682248113,16.849060872046323,1.0,4.0,0,False
CAS_2QBP,casbench,curated_allosteric,CAS0079,2QBP,A,41,18,1,True,False,11.354859136070338,15.90222304661561,2.0,3.0,0,False
CAS_2QBQ,casbench,curated_allosteric,CAS0079,2QBQ,A,41,18,1,True,False,11.374814372111748,15.995389043053471,2.0,3.0,0,False
CAS_2QBR,casbench,curated_allosteric,CAS0079,2QBR,A,41,18,1,True,False,11.389393706427045,15.89095711404445,2.0,3.0,0,False
CAS_2QBS,casbench,curated_allosteric,CAS0079,2QBS,A,41,18,1,True,False,11.376629070159579,15.95515954014172,2.0,3.0,0,False
CAS_2V5Z,casbench,curated_allosteric,CAS0086,2V5Z,A,46,17,1,True,False,4.930186000548048,11.981839508189049,1.0,2.0,0,False
CAS_2V60,casbench,curated_allosteric,CAS0086,2V60,A,46,17,1,True,False,4.920819139127148,11.891073710981694,1.0,2.0,0,False
CAS_2V61,casbench,curated_allosteric,CAS0086,2V61,A,46,17,1,True,False,4.8307695039196386,11.872171410487642,1.0,2.0,0,False
CAS_2VEU,casbench,curated_allosteric,CAS0079,2VEU,A,41,18,1,True,False,11.307712854507757,15.959718829474362,2.0,3.0,0,False
CAS_2VEY,casbench,curated_allosteric,CAS0079,2VEY,A,41,18,1,True,False,11.365504212308398,15.866323001899922,2.0,3.0,0,False
CAS_2VRL,casbench,curated_allosteric,CAS0086,2VRL,A,46,17,1,True,False,4.9469337978186045,11.700593617419592,1.0,2.0,0,False
CAS_2VRM,casbench,curated_allosteric,CAS0086,2VRM,A,46,17,1,True,False,4.875773682196501,11.636606764860623,1.0,2.0,0,False
CAS_2VZ2,casbench,curated_allosteric,CAS0086,2VZ2,A,46,17,1,True,False,4.884603771034044,11.783262578759748,1.0,2.0,0,False
CAS_2W3A,casbench,curated_allosteric,CAS0060,2W3A,A,20,30,1,True,False,3.8006253432823405,5.965637560678699,1.0,1.0,0,False
CAS_2W3M,casbench,curated_allosteric,CAS0060,2W3M,A,20,30,1,True,False,3.8123803587784892,6.09342346001978,1.0,1.0,0,False
CAS_2XCG,casbench,curated_allosteric,CAS0086,2XCG,A,46,17,1,True,False,4.904924056496691,11.657525723754592,1.0,2.0,0,False
CAS_2XFN,casbench,curated_allosteric,CAS0086,2XFN,A,46,17,1,True,False,4.891493841353575,11.81764096594578,1.0,2.0,0,False
CAS_2XFO,casbench,curated_allosteric,CAS0086,2XFO,A,46,17,1,True,False,4.765747055814013,11.72650625719357,1.0,2.0,0,False
CAS_2XFP,casbench,curated_allosteric,CAS0086,2XFP,A,46,17,1,True,False,4.873856481268195,11.851391521673733,1.0,2.0,0,False
CAS_2XFQ,casbench,curated_allosteric,CAS0086,2XFQ,A,46,17,1,True,False,4.845780329317468,11.797081418723868,1.0,2.0,0,False
CAS_2XFU,casbench,curated_allosteric,CAS0086,2XFU,A,46,17,1,True,False,4.925017867987895,11.606832212106793,1.0,2.0,0,False
CAS_2YM4,casbench,curated_allosteric,CAS0015,2YM4,A,5,21,1,True,False,0.0,10.96267654361835,0.0,2.0,0,False
CAS_2YM8,casbench,curated_allosteric,CAS0015,2YM8,A,5,21,1,True,False,0.0,10.90074887335728,0.0,2.0,0,False
CAS_2Z60,casbench,curated_allosteric,CAS0052,2Z60,A,7,62,1,True,False,3.777007413283696,11.139570304784003,1.0,2.0,0,False
CAS_2ZN7,casbench,curated_allosteric,CAS0079,2ZN7,A,41,18,1,True,False,11.383480882401482,15.941083081042297,2.0,3.0,0,False
CAS_3BCM,casbench,curated_allosteric,CAS0051,3BCM,A,29,8,1,True,False,6.713390797503151,9.6661782907318,1.0,2.0,0,False
CAS_3CSM,casbench,curated_allosteric,CAS0016,3CSM,A,18,18,1,True,False,8.50650504026183,20.15228692928348,2.0,4.0,0,False
CAS_3D6F,casbench,curated_allosteric,CAS0070,3D6F,B,14,5,1,True,False,5.39685788213846,9.578435415035164,1.0,2.0,0,False
CAS_3D6H,casbench,curated_allosteric,CAS0070,3D6H,B,14,5,1,True,False,5.474365168674809,9.594379344178545,1.0,2.0,0,False
CAS_3D6M,casbench,curated_allosteric,CAS0070,3D6M,B,14,5,1,True,False,5.2980090600148975,9.548344202006962,1.0,2.0,0,False
CAS_3DAU,casbench,curated_allosteric,CAS0061,3DAU,A,20,37,1,True,False,2.971907468276898,7.118290946568566,1.0,1.0,0,False
CAS_3DDN,casbench,curated_allosteric,CAS0039,3DDN,A,14,11,1,True,False,42.3091169134975,47.01810193957216,9.0,10.0,0,True
CAS_3DJO,casbench,curated_allosteric,CAS0051,3DJO,A,29,8,1,True,False,6.702969565796938,9.802777348983252,1.0,2.0,0,False
CAS_3DJP,casbench,curated_allosteric,CAS0051,3DJP,A,29,8,1,True,False,6.723066934071086,9.849334795683454,1.0,2.0,0,False
CAS_3DJQ,casbench,curated_allosteric,CAS0051,3DJQ,A,29,8,1,True,False,6.793805119371617,9.900806308251832,1.0,2.0,0,False
CAS_3DJV,casbench,curated_allosteric,CAS0051,3DJV,A,29,8,1,True,False,6.763562818515106,9.873952737716909,1.0,2.0,0,False
CAS_3DJX,casbench,curated_allosteric,CAS0051,3DJX,A,29,8,1,True,False,6.793333644095511,9.927533946542809,1.0,2.0,0,False
CAS_3F8Y,casbench,curated_allosteric,CAS0060,3F8Y,A,20,30,1,True,False,3.787751443798814,6.029590693482931,1.0,1.0,0,False
CAS_3F8Z,casbench,curated_allosteric,CAS0060,3F8Z,A,20,30,1,True,False,3.8222188582026537,5.98011749492682,1.0,1.0,0,False
CAS_3FS6,casbench,curated_allosteric,CAS0060,3FS6,A,20,30,1,True,False,3.7972345200158495,6.01038766260791,1.0,1.0,0,False
CAS_3GHC,casbench,curated_allosteric,CAS0060,3GHC,A,20,30,1,True,False,3.7542153640940734,5.950078889085434,1.0,1.0,0,False
CAS_3GHW,casbench,curated_allosteric,CAS0060,3GHW,A,20,30,1,True,False,3.8130579591713523,5.940464163309812,1.0,1.0,0,False
CAS_3GI2,casbench,curated_allosteric,CAS0060,3GI2,A,20,30,1,True,False,3.8107891571169348,5.938287506183445,1.0,1.0,0,False
CAS_3GYF,casbench,curated_allosteric,CAS0060,3GYF,A,20,30,1,True,False,3.8051484859332363,5.926975131669932,1.0,1.0,0,False
CAS_3HMI,casbench,curated_allosteric,CAS0056,3HMI,A,22,17,1,True,False,9.099423992759101,18.288170739579176,2.0,3.0,0,False
CAS_3I1Y,casbench,curated_allosteric,CAS0002,3I1Y,A,55,30,1,True,False,36.978440921704625,45.627608444837605,7.0,9.0,0,True
CAS_3I28,casbench,curated_allosteric,CAS0002,3I28,A,55,30,1,True,False,37.00872748420297,45.65713682890372,8.0,9.0,0,True
CAS_3ION,casbench,curated_allosteric,CAS0003,3ION,A,32,17,1,True,False,0.0,6.221905978074567,0.0,1.0,0,False
CAS_3IOP,casbench,curated_allosteric,CAS0003,3IOP,A,32,17,1,True,False,0.0,6.261438253308901,0.0,1.0,0,False
CAS_3KOO,casbench,curated_allosteric,CAS0002,3KOO,A,55,30,1,True,False,36.74607785873208,45.459937897313175,7.0,9.0,0,True
CAS_3L3R,casbench,curated_allosteric,CAS0060,3L3R,A,20,30,1,True,False,3.8278320234827445,5.97220785074525,1.0,1.0,0,False
CAS_3L9H,casbench,curated_allosteric,CAS0021,3L9H,A,33,30,1,True,False,3.7999169727771687,9.665683294365968,1.0,2.0,0,False
CAS_3N0H,casbench,curated_allosteric,CAS0060,3N0H,A,20,30,1,True,False,3.7809456489084847,6.132602856426102,1.0,1.0,0,False
CAS_3NTZ,casbench,curated_allosteric,CAS0060,3NTZ,A,20,30,1,True,False,3.7646584174397564,5.882726443536598,1.0,1.0,0,False
CAS_3NU0,casbench,curated_allosteric,CAS0060,3NU0,A,20,30,1,True,False,3.7803823880660543,5.9244042056719675,1.0,1.0,0,False
CAS_3NXR,casbench,curated_allosteric,CAS0060,3NXR,A,20,30,1,True,False,3.75450635903044,5.968473669255973,1.0,1.0,0,False
CAS_3NXT,casbench,curated_allosteric,CAS0060,3NXT,A,20,30,1,True,False,3.8012342732328395,6.1468499027398735,1.0,1.0,0,False
CAS_3NXV,casbench,curated_allosteric,CAS0060,3NXV,A,20,30,1,True,False,3.798990787038052,6.031579385881283,1.0,1.0,0,False
CAS_3NXX,casbench,curated_allosteric,CAS0060,3NXX,A,20,30,1,True,False,3.7634353986749924,5.935653575237815,1.0,1.0,0,False
CAS_3NXY,casbench,curated_allosteric,CAS0060,3NXY,A,20,30,1,True,False,3.798792702951821,6.1035919938458125,1.0,1.0,0,False
CAS_3NZD,casbench,curated_allosteric,CAS0060,3NZD,A,20,30,1,True,False,3.8079024409771844,6.005802223226353,1.0,1.0,0,False
CAS_3OAF,casbench,curated_allosteric,CAS0060,3OAF,A,20,30,1,True,False,3.7734341123173203,6.141783120716334,1.0,1.0,0,False
CAS_3OB7,casbench,curated_allosteric,CAS0080,3OB7,A,18,8,1,True,False,3.776243768614522,9.271689737652075,1.0,2.0,0,False
CAS_3OTQ,casbench,curated_allosteric,CAS0002,3OTQ,A,55,30,1,True,False,36.5013314962619,45.79304175691848,8.0,9.0,0,True
CAS_3PO7,casbench,curated_allosteric,CAS0086,3PO7,A,46,17,1,True,False,4.851877677765587,11.837371076383468,1.0,2.0,0,False
CAS_3RI1,casbench,curated_allosteric,CAS0067,3RI1,A,9,28,1,True,False,5.567155377749034,16.904019145927933,1.0,4.0,0,False
CAS_3RWP,casbench,curated_allosteric,CAS0003,3RWP,A,32,17,1,True,False,0.0,6.265093774238337,0.0,1.0,0,False
CAS_3S3V,casbench,curated_allosteric,CAS0060,3S3V,A,20,30,1,True,False,3.8069142359659223,6.20304037360108,1.0,1.0,0,False
CAS_3S7A,casbench,curated_allosteric,CAS0060,3S7A,A,20,30,1,True,False,3.769920556192132,5.995526409178152,1.0,1.0,0,False
CAS_3ZYX,casbench,curated_allosteric,CAS0086,3ZYX,A,46,17,1,True,False,4.8102783703232745,11.952951560179608,1.0,2.0,0,False
CAS_4A79,casbench,curated_allosteric,CAS0086,4A79,A,46,17,1,True,False,4.8885907989931106,11.989799914927692,1.0,2.0,0,False
CAS_4A7A,casbench,curated_allosteric,CAS0086,4A7A,A,46,17,1,True,False,4.9005165033902305,11.943506562144972,1.0,2.0,0,False
CAS_4ALD,casbench,curated_allosteric,CAS0024,4ALD,A,32,1,1,True,False,11.6800535101514,11.6800535101514,2.0,2.0,0,False
CAS_4B1F,casbench,curated_allosteric,CAS0054,4B1F,A,17,15,1,True,False,5.111995402971328,10.764942545132323,1.0,2.0,0,False
CAS_4CRT,casbench,curated_allosteric,CAS0086,4CRT,A,46,17,1,True,False,4.778881982221372,11.803737458957647,1.0,2.0,0,False
CAS_4CSM,casbench,curated_allosteric,CAS0016,4CSM,A,18,18,1,True,False,8.454162347624981,19.577853233100207,2.0,4.0,0,False
CAS_4DDR,casbench,curated_allosteric,CAS0060,4DDR,A,20,30,1,True,False,3.7933054187607937,6.013400811320329,1.0,1.0,0,False
CAS_4EJ1,casbench,curated_allosteric,CAS0061,4EJ1,A,20,37,1,True,False,2.7410293686861498,6.68276177938433,1.0,1.0,0,False
CAS_4EY5,casbench,curated_allosteric,CAS0004,4EY5,A,14,12,1,True,False,3.7845637793542353,7.100758193464292,1.0,1.0,0,False
CAS_4EZ7,casbench,curated_allosteric,CAS0091,4EZ7,A,41,26,1,True,False,3.7851063393252242,6.717898616663142,1.0,1.0,0,False
CAS_4FHB,casbench,curated_allosteric,CAS0061,4FHB,A,20,37,1,True,False,2.763783095686056,7.274419083335796,1.0,1.0,0,False
CAS_4FST,casbench,curated_allosteric,CAS0015,4FST,A,5,21,1,True,False,0.0,10.79402455064838,0.0,2.0,0,False
CAS_4FSY,casbench,curated_allosteric,CAS0015,4FSY,A,5,21,1,True,False,0.0,10.84175673034587,0.0,2.0,0,False
CAS_4FT3,casbench,curated_allosteric,CAS0015,4FT3,A,5,21,1,True,False,0.0,10.84792588470257,0.0,2.0,0,False
CAS_4FT7,casbench,curated_allosteric,CAS0015,4FT7,A,5,21,1,True,False,0.0,10.812789001918055,0.0,2.0,0,False
CAS_4FTA,casbench,curated_allosteric,CAS0015,4FTA,A,5,21,1,True,False,0.0,10.846075050450276,0.0,2.0,0,False
CAS_4FTN,casbench,curated_allosteric,CAS0015,4FTN,A,5,21,1,True,False,0.0,10.801149614740089,0.0,2.0,0,False
CAS_4FTO,casbench,curated_allosteric,CAS0015,4FTO,A,5,21,1,True,False,0.0,10.847663573323057,0.0,2.0,0,False
CAS_4FTR,casbench,curated_allosteric,CAS0015,4FTR,A,5,21,1,True,False,0.0,10.79247853831547,0.0,2.0,0,False
CAS_4FTU,casbench,curated_allosteric,CAS0015,4FTU,A,5,21,1,True,False,0.0,10.787435561800589,0.0,2.0,0,False
CAS_4G6B,casbench,curated_allosteric,CAS0001,4G6B,A,17,18,1,True,False,13.374747735938797,19.365195602619103,3.0,4.0,0,True
CAS_4G95,casbench,curated_allosteric,CAS0060,4G95,A,20,30,1,True,False,3.7497402576711893,6.0675970001411805,1.0,1.0,0,False
CAS_4GH2,casbench,curated_allosteric,CAS0015,4GH2,A,5,21,1,True,False,0.0,10.778405865432978,0.0,2.0,0,False
CAS_4I13,casbench,curated_allosteric,CAS0061,4I13,A,20,37,1,True,False,2.8724165784231226,6.891409434941449,1.0,1.0,0,False
CAS_4I1N,casbench,curated_allosteric,CAS0061,4I1N,A,20,37,1,True,False,2.832440996737619,6.827725096985084,1.0,1.0,0,False
CAS_4I8N,casbench,curated_allosteric,CAS0079,4I8N,A,41,18,1,True,False,11.419853457903915,15.982296921075068,2.0,3.0,0,False
CAS_4JAD,casbench,curated_allosteric,CAS0001,4JAD,A,17,18,1,True,False,13.389170661396474,19.540933231320487,3.0,4.0,0,True
CAS_4JAE,casbench,curated_allosteric,CAS0001,4JAE,A,17,18,1,True,False,13.264530485471395,19.213590351349957,3.0,4.0,0,True
CAS_4JAF,casbench,curated_allosteric,CAS0001,4JAF,A,17,18,1,True,False,13.377533517057623,19.518837336315478,3.0,4.0,0,True
CAS_4JAG,casbench,curated_allosteric,CAS0001,4JAG,A,17,18,1,True,False,13.358425131728668,19.578228286419456,3.0,4.0,0,True
CAS_4KD7,casbench,curated_allosteric,CAS0060,4KD7,A,20,30,1,True,False,3.789266287818792,5.850328933594321,1.0,1.0,0,False
CAS_4KEB,casbench,curated_allosteric,CAS0060,4KEB,A,20,30,1,True,False,3.8086782484216224,5.930263743402454,1.0,1.0,0,False
CAS_4KJJ,casbench,curated_allosteric,CAS0061,4KJJ,A,20,37,1,True,False,2.9389613811685242,7.155142276712602,1.0,1.0,0,False
CAS_4KJL,casbench,curated_allosteric,CAS0061,4KJL,A,20,37,1,True,False,3.777626106432451,8.2044533029325,1.0,2.0,0,False
CAS_4M6K,casbench,curated_allosteric,CAS0060,4M6K,A,20,30,1,True,False,3.7715168036215876,6.035456027026932,1.0,1.0,0,False
CAS_4M6L,casbench,curated_allosteric,CAS0060,4M6L,A,20,30,1,True,False,3.7904313738676225,5.996290853745927,1.0,1.0,0,False
CAS_4N4C,casbench,curated_allosteric,CAS0051,4N4C,A,29,7,1,True,False,6.796936442251023,9.966482278115986,1.0,2.0,0,False
CAS_4P3R,casbench,curated_allosteric,CAS0061,4P3R,A,20,37,1,True,False,2.892806595678321,6.982392569886056,1.0,1.0,0,False
CAS_4QJC,casbench,curated_allosteric,CAS0060,4QJC,A,20,30,1,True,False,3.7966951418305896,6.0135613919728135,1.0,1.0,0,False
CAS_4QLE,casbench,curated_allosteric,CAS0061,4QLE,A,20,37,1,True,False,2.881365127851723,7.285826377288987,1.0,1.0,0,False
CAS_4QLG,casbench,curated_allosteric,CAS0061,4QLG,A,20,37,1,True,False,2.9028761599489554,7.35780198157031,1.0,1.0,0,False
CAS_4R1R,casbench,curated_allosteric,CAS0047,4R1R,A,29,25,1,True,False,3.8125808843878946,18.952511337551016,1.0,4.0,0,False
CAS_4RQK,casbench,curated_allosteric,CAS0003,4RQK,A,32,17,1,True,False,0.0,6.32201273329942,0.0,1.0,0,False
